sample_id,invoice_id,generated_scenario,label,edit_count,approve_count,reject_count,status_changed_count,distinct_user_count,validation_count,export_count,subtotal_change_ratio,tax_change_ratio,total_change_ratio,vendor_changed,invoice_number_changed,currency_changed,edited_after_approved,exported_after_rejected,outside_business_hours,has_deleted_line_item,has_reopened_invoice,total_tax_mismatch,repeated_processing_attempts,minutes_between_create_and_approve,max_updates_within_10_minutes,audit_duration_minutes,anomaly_reason_codes,notes
NORMAL-0508,f1ba3696-c360-55f9-8588-09ca7ff3397a,normal_minor_correction,0,1,1,0,1,2,2,0,0.005,0.013,0.006,0,0,0,0,0,0,0,0,0,0,828,2,950,,Small pre-approval correction resolved during routine review.
NORMAL-0509,30336dc0-4cb5-566b-99b0-e092df8fe219,normal_two_user_review,0,1,1,0,1,2,1,0,0.013,0.016,0.013,0,0,0,0,0,0,0,0,0,0,442,2,690,,Two reviewers participated in a normal approval workflow.
NORMAL-0510,3f15d78a-ca4e-5f77-bb84-36e5b52cafa9,normal_validation_then_approval,0,0,1,0,2,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,394,1,936,,Validation was rerun before ordinary approval.
NORMAL-0511,61abe92e-0875-5f18-9aa6-588b918fc8e8,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1138,0,1418,,Invoice followed a low-touch review and approval path.
NORMAL-0512,c4ba96cf-f436-5ab1-bd2a-c6619a2f3aa2,normal_validation_then_approval,0,1,1,0,1,2,1,0,0.011,0.004,0.010,0,0,0,0,0,0,0,0,0,0,75,1,200,,Validation was rerun before ordinary approval.
NORMAL-0513,d117f0e8-ac06-5299-8a5e-cf9f1cfe1da5,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1313,1,1606,,Invoice followed a low-touch review and approval path.
NORMAL-0514,9ae89d01-69df-54cd-aa44-9e355b624966,normal_minor_correction,0,1,1,0,1,1,1,0,0.011,0.013,0.013,0,0,0,0,0,0,0,0,0,0,206,2,221,,Small pre-approval correction resolved during routine review.
NORMAL-0515,e74405fb-bff6-5dde-8544-4ae210c843f3,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,88,0,242,,Invoice followed a low-touch review and approval path.
NORMAL-0516,d127b58f-e1be-5dc5-8d27-0e65c1540d0b,normal_two_user_review,0,2,1,0,2,2,2,0,0.018,0.019,0.016,0,0,0,0,0,0,0,0,0,0,93,1,178,,Two reviewers participated in a normal approval workflow.
NORMAL-0517,c2589f0e-1862-5483-aaba-223978a8f129,normal_minor_correction,0,2,1,0,1,1,1,0,0.012,0.013,0.014,1,0,0,0,0,0,0,0,0,0,75,0,187,,Small pre-approval correction resolved during routine review.
NORMAL-0518,a9a03f8c-24ed-595a-a5b7-63d1848a6ac6,normal_validation_then_approval,0,2,1,0,1,1,1,1,0.030,0.016,0.026,0,0,0,0,0,0,0,0,0,0,1331,0,1897,,Validation was rerun before ordinary approval.
NORMAL-0519,3ffd5ebe-7003-5822-907e-27b37b934bdf,normal_validation_then_approval,0,1,1,0,1,1,1,1,0.005,0.006,0.005,0,0,0,0,0,0,0,0,0,0,434,1,470,,Validation was rerun before ordinary approval.
NORMAL-0520,54ada08c-cdad-5ac7-97e7-df7ebd09e4fe,normal_minor_correction,0,1,1,0,1,1,2,0,0.011,0.012,0.011,0,0,0,0,0,0,0,0,0,0,21,1,324,,Small pre-approval correction resolved during routine review.
NORMAL-0521,26a62cd2-9d40-563b-9707-0f8ba194f49f,normal_validation_then_approval,0,0,1,0,1,1,2,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,381,0,649,,Validation was rerun before ordinary approval.
NORMAL-0522,c6ad2b04-05fd-5b1d-9db7-70fba08d504c,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,58,1,186,,Invoice was exported only after approval.
NORMAL-0523,29e9dafa-8709-5a3c-b622-b377b8416e91,normal_pending_review,0,2,0,0,0,2,1,0,0.017,0.029,0.019,0,0,0,0,0,0,0,0,0,0,0,0,55,,Invoice remains in pending review with no approval or export.
NORMAL-0524,243aa2ba-8294-5b41-91b7-77924fcc0a18,normal_minor_correction,0,2,1,0,1,1,2,0,0.028,0.021,0.029,0,0,0,0,0,0,0,0,0,0,450,1,631,,Small pre-approval correction resolved during routine review.
NORMAL-0525,8cea7519-cb1f-5b04-a855-b5e1bcc14739,normal_minor_correction,0,1,1,0,1,1,2,0,0.010,0.002,0.009,0,0,0,0,0,0,0,0,0,0,1180,1,1444,,Small pre-approval correction resolved during routine review.
NORMAL-0526,4244f0e6-fa7b-5d5a-904a-57ebb181c350,normal_two_user_review,0,2,1,0,2,2,1,0,0.008,0.029,0.014,0,0,0,0,0,0,0,0,0,0,41,0,219,,Two reviewers participated in a normal approval workflow.
NORMAL-0527,f46dd4cf-8a0c-5d97-87e8-172169d19809,normal_exported_after_approval,0,1,1,0,1,1,1,1,0.004,0.005,0.001,0,0,0,0,0,0,0,0,0,0,975,1,1577,,Invoice was exported only after approval.
NORMAL-0528,8ff7b4e6-9fc6-5964-b8bd-c79d0581e5ae,normal_pending_review,0,1,0,0,1,1,0,0,0.011,0.013,0.008,0,0,0,0,0,0,0,0,0,0,0,1,1174,,Invoice remains in pending review with no approval or export.
NORMAL-0529,d3254526-0e5a-598e-ab26-0287c201a30e,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,121,0,800,,Invoice followed a low-touch review and approval path.
NORMAL-0530,9ae0bc97-c7a4-5c45-9748-a87b028b35ae,normal_straight_through,0,1,1,0,1,2,0,1,0.011,0.007,0.012,0,0,0,0,0,0,0,0,0,0,1192,0,1236,,Invoice followed a low-touch review and approval path.
NORMAL-0531,bfff1cda-eac0-5db5-a484-8d0c16b0d200,normal_minor_correction,0,1,1,0,1,1,2,1,0.011,0.007,0.008,0,0,0,0,0,0,0,0,0,0,561,1,1169,,Small pre-approval correction resolved during routine review.
NORMAL-0532,ca1f3273-2fc5-55af-9e00-246562532ada,normal_straight_through,0,1,1,0,1,1,0,1,0.005,0.004,0.006,0,0,0,0,0,0,0,0,0,0,381,0,1026,,Invoice followed a low-touch review and approval path.
NORMAL-0533,aed4150b-f0c4-5cfb-94aa-f041f5dca2f3,normal_validation_then_approval,0,3,1,0,1,1,2,1,0.023,0.019,0.021,0,0,0,0,0,0,0,0,0,0,46,2,721,,Validation was rerun before ordinary approval.
NORMAL-0534,a812097e-92cf-50d3-b3b8-3e7953e61128,normal_pending_review,0,0,0,0,0,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2444,,Invoice remains in pending review with no approval or export.
NORMAL-0535,8007e6c0-7fd5-535b-8fb3-7fa31d9ce17b,normal_validation_then_approval,0,1,1,0,1,1,2,0,0.005,0.005,0.007,0,0,0,0,0,0,0,0,0,0,409,0,468,,Validation was rerun before ordinary approval.
NORMAL-0536,08f8f1d9-8c71-5de2-a7d2-e8d390438579,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,103,0,801,,Invoice followed a low-touch review and approval path.
NORMAL-0537,6e691e1f-8746-5377-8bb8-e2a57d7ea13f,normal_two_user_review,0,2,1,0,2,2,1,1,0.026,0.022,0.024,0,0,0,0,0,0,0,0,0,0,78,0,288,,Two reviewers participated in a normal approval workflow.
NORMAL-0538,5d177164-4f6d-50b9-bc47-a9d7a4b334e7,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,42,1,346,,Invoice followed a low-touch review and approval path.
NORMAL-0539,5748668d-eb30-5b50-8c37-1d12510be873,normal_validation_then_approval,0,1,1,0,1,2,1,1,0.009,0.015,0.007,0,0,0,0,0,0,0,0,0,0,26,0,60,,Validation was rerun before ordinary approval.
NORMAL-0540,65b770b6-bf51-5562-a578-a4e4317befe8,normal_two_user_review,0,1,1,0,1,2,2,0,0.004,0.006,0.006,0,0,0,0,0,0,0,0,0,0,1378,0,1466,,Two reviewers participated in a normal approval workflow.
NORMAL-0541,0b31e3bc-8bbe-500e-97ac-9484c2dbe933,normal_two_user_review,0,3,1,0,2,2,2,1,0.017,0.029,0.018,0,0,0,0,0,0,0,0,0,0,15,0,115,,Two reviewers participated in a normal approval workflow.
NORMAL-0542,077d702a-e06f-579a-bd63-abb679627b14,normal_exported_after_approval,0,0,1,0,2,1,1,1,0.000,0.000,0.003,0,0,0,0,0,1,0,0,0,0,1013,0,1334,,Invoice was exported only after approval.
NORMAL-0543,8cdad33e-244d-54c5-b22d-2a9dcbc2e602,normal_minor_correction,0,2,1,0,1,1,1,1,0.023,0.008,0.020,0,0,0,0,0,0,0,0,0,0,231,0,622,,Small pre-approval correction resolved during routine review.
NORMAL-0544,a2ebad60-e550-5626-b40d-e0deafcd2e2f,normal_pending_review,0,0,0,0,1,2,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1185,,Invoice remains in pending review with no approval or export.
NORMAL-0545,4c211355-b94b-5e4e-b700-71c699160bd6,normal_minor_correction,0,2,1,0,1,1,1,0,0.029,0.022,0.030,0,0,0,0,0,0,0,0,0,0,777,1,1024,,Small pre-approval correction resolved during routine review.
NORMAL-0546,5b4fb5d9-1b47-5d05-95eb-f9c1a7c4d183,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,724,1,895,,Invoice followed a low-touch review and approval path.
NORMAL-0547,20d9503c-c026-573d-896e-8bd8f92e41ff,normal_validation_then_approval,0,1,1,0,2,1,1,1,0.010,0.014,0.008,0,0,0,0,0,0,0,0,0,0,46,1,218,,Validation was rerun before ordinary approval.
NORMAL-0548,db53a2cb-b4e9-5c9d-8805-d9f0df28874c,normal_pending_review,0,3,0,0,0,1,0,0,0.039,0.031,0.041,0,0,0,0,0,0,0,0,0,0,0,0,774,,Invoice remains in pending review with no approval or export.
NORMAL-0549,a1eabe8a-847e-5591-81a0-5eb38bda8a2d,normal_pending_review,0,1,0,0,1,1,2,0,0.009,0.010,0.010,0,0,0,0,0,0,0,0,0,0,0,0,2404,,Invoice remains in pending review with no approval or export.
NORMAL-0550,978e553a-38b1-5274-9e3e-467b8009e09d,normal_pending_review,0,2,0,0,1,1,1,0,0.013,0.018,0.015,0,0,0,0,0,0,0,0,0,0,0,0,1280,,Invoice remains in pending review with no approval or export.
NORMAL-0551,9bec7827-3a5a-5666-bf18-f9df60404f89,normal_two_user_review,0,2,1,0,2,2,1,0,0.007,0.019,0.009,0,0,0,0,0,0,0,0,0,0,30,1,67,,Two reviewers participated in a normal approval workflow.
NORMAL-0552,5e0b96ad-368d-5f20-aa1a-00d209f6102e,normal_pending_review,0,1,0,0,0,2,2,0,0.003,0.010,0.007,0,0,0,0,0,0,0,0,0,0,0,1,2813,,Invoice remains in pending review with no approval or export.
NORMAL-0553,36350ddf-0e71-5461-bb21-a0fcb1d48fa8,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,292,0,492,,Invoice followed a low-touch review and approval path.
NORMAL-0554,7a8aff68-48f7-5371-a2cf-810964250c7e,normal_exported_after_approval,0,2,1,0,2,1,1,1,0.012,0.022,0.015,0,0,0,0,0,0,0,0,0,0,306,1,629,,Invoice was exported only after approval.
NORMAL-0555,13d110fe-9f53-56a2-8ced-e08758bd0781,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,207,1,466,,Invoice followed a low-touch review and approval path.
NORMAL-0556,7ce1e80c-4db7-550e-a533-4448ace8b744,normal_pending_review,0,2,0,0,1,1,0,0,0.024,0.028,0.026,0,0,0,0,0,0,0,0,0,0,0,0,2472,,Invoice remains in pending review with no approval or export.
NORMAL-0557,72d9412c-5011-5e32-8c2d-290f2a0c9d21,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,600,0,736,,Invoice was exported only after approval.
NORMAL-0558,f63d9ba7-4d5f-5487-b9c3-bbf32475a4a2,normal_validation_then_approval,0,2,1,0,1,2,2,0,0.017,0.014,0.015,0,0,0,0,0,0,0,0,0,0,152,1,224,,Validation was rerun before ordinary approval.
NORMAL-0559,64fa2360-085c-5a57-9214-52425d7ca61e,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,393,0,483,,Invoice followed a low-touch review and approval path.
NORMAL-0560,2a60b1e3-b150-5de6-8800-0bdb9d4b90b6,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,0,1,518,,Invoice remains in pending review with no approval or export.
NORMAL-0561,09213224-3264-5c0a-ad13-c0cf4c15216b,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,89,1,428,,Invoice followed a low-touch review and approval path.
NORMAL-0562,40941416-bd42-55e2-a32b-0be9c36aee35,normal_pending_review,0,1,0,0,1,2,1,0,0.006,0.005,0.006,0,0,0,0,0,0,0,0,0,0,0,0,1870,,Invoice remains in pending review with no approval or export.
NORMAL-0563,8b09dc4b-496f-58a4-a948-2e80b54d67af,normal_exported_after_approval,0,1,1,0,1,2,0,1,0.007,0.005,0.006,0,0,0,0,0,0,0,0,0,0,400,0,734,,Invoice was exported only after approval.
NORMAL-0564,51d9a1cf-767a-531d-9268-4dd073711ca9,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,29,0,441,,Invoice was exported only after approval.
NORMAL-0565,12ff8298-519e-53e9-91f1-5f638c2a7c4f,normal_exported_after_approval,0,2,1,0,2,1,0,1,0.005,0.010,0.005,0,0,0,0,0,0,0,0,0,0,1121,1,1397,,Invoice was exported only after approval.
NORMAL-0566,efa8bce0-bfc0-5656-873d-02e164e8c278,normal_straight_through,0,1,1,0,1,1,0,0,0.004,0.005,0.004,0,0,0,0,0,0,0,0,0,0,19,0,220,,Invoice followed a low-touch review and approval path.
NORMAL-0567,0f201255-708c-50a8-b73d-90d36cb4bb6a,normal_minor_correction,0,2,1,0,1,1,1,0,0.007,0.001,0.004,0,0,0,0,0,0,0,0,0,0,262,0,345,,Small pre-approval correction resolved during routine review.
NORMAL-0568,b4c4f105-09e6-594f-96c9-30ed7d1a4016,normal_minor_correction,0,1,1,0,1,2,1,1,0.011,0.008,0.011,0,0,0,0,0,0,0,0,0,0,172,1,648,,Small pre-approval correction resolved during routine review.
NORMAL-0569,30707085-adef-50b8-9fed-4f520db68866,normal_validation_then_approval,0,2,1,0,1,1,2,0,0.013,0.010,0.011,0,0,0,0,0,0,0,0,0,0,101,1,388,,Validation was rerun before ordinary approval.
NORMAL-0570,38630081-1898-571a-bcb8-8ac90878f39a,normal_minor_correction,0,1,1,0,1,1,1,1,0.005,0.010,0.006,0,0,0,0,0,0,0,0,0,0,1243,1,1414,,Small pre-approval correction resolved during routine review.
NORMAL-0571,871a9bb1-31b0-55b9-ba55-6af1523e012f,normal_minor_correction,0,1,1,0,1,1,1,1,0.014,0.012,0.011,0,0,0,0,0,0,0,0,0,0,623,0,678,,Small pre-approval correction resolved during routine review.
NORMAL-0572,da09153d-6313-5ee3-a407-07e9978ee364,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,442,0,633,,Invoice followed a low-touch review and approval path.
NORMAL-0573,c9fe097f-e12a-56f8-8e78-8180feceaffd,normal_validation_then_approval,0,2,1,0,1,1,2,0,0.001,0.008,0.004,0,0,0,0,0,1,0,0,0,0,72,1,202,,Validation was rerun before ordinary approval.
NORMAL-0574,ae514d1a-026f-5809-93be-8701bc2ff968,normal_straight_through,0,0,1,0,1,2,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,81,2,387,,Invoice followed a low-touch review and approval path.
NORMAL-0575,090d56c5-b46f-5b8c-9847-d4bceacfc938,normal_two_user_review,0,2,1,0,2,2,2,0,0.009,0.012,0.011,0,0,0,0,0,0,0,0,0,0,1017,0,1133,,Two reviewers participated in a normal approval workflow.
NORMAL-0576,0a628ff7-4234-50dc-bd11-2e62d33430bf,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,239,,Invoice remains in pending review with no approval or export.
NORMAL-0577,800ee7c8-ce23-50d5-8e30-36e64626f45f,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,373,0,404,,Invoice was exported only after approval.
NORMAL-0578,b3f872f2-d433-5c85-91bd-7f4b78668a50,normal_straight_through,0,1,1,0,1,1,0,0,0.016,0.006,0.012,0,0,0,0,0,0,0,0,0,0,395,0,750,,Invoice followed a low-touch review and approval path.
NORMAL-0579,e548aa61-1277-5cf6-a19a-61cd71cefc92,normal_validation_then_approval,0,3,1,0,1,1,2,1,0.034,0.030,0.035,0,0,0,0,0,1,0,0,0,0,731,1,1015,,Validation was rerun before ordinary approval.
NORMAL-0580,9919b7dc-1955-538a-9fde-e3de93e81dc5,normal_minor_correction,0,2,1,0,1,1,1,1,0.014,0.018,0.012,0,0,0,0,0,0,0,0,0,0,67,0,366,,Small pre-approval correction resolved during routine review.
NORMAL-0581,2e7b459c-5011-5aad-b776-2ff2dee90a67,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,325,1,632,,Invoice followed a low-touch review and approval path.
NORMAL-0582,63266202-a86a-58f8-9c64-5b514741118c,normal_straight_through,0,1,1,0,1,1,1,0,0.012,0.006,0.013,0,0,0,0,0,0,0,0,0,0,57,1,221,,Invoice followed a low-touch review and approval path.
NORMAL-0583,d4afcb4e-53fe-5c7d-8266-5f7f62fc87a6,normal_minor_correction,0,1,1,0,1,1,2,0,0.008,0.004,0.009,0,0,0,0,0,0,0,0,0,0,103,0,429,,Small pre-approval correction resolved during routine review.
NORMAL-0584,d1bd4681-818d-5f00-88b3-bf6ab0fb85fa,normal_straight_through,0,1,1,0,1,1,0,0,0.005,0.015,0.005,0,0,0,0,0,0,0,0,0,0,234,1,282,,Invoice followed a low-touch review and approval path.
NORMAL-0585,ddf6e345-f317-5010-bf20-62a9592f271a,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1157,,Invoice remains in pending review with no approval or export.
NORMAL-0586,7e3d5f07-199a-5b88-9dac-570f846cd56e,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,648,0,1052,,Invoice followed a low-touch review and approval path.
NORMAL-0587,30097ac4-a63e-5b08-96d6-3495888f69c4,normal_exported_after_approval,0,1,1,0,2,1,0,1,0.014,0.009,0.014,0,0,0,0,0,0,0,0,0,0,1053,0,1624,,Invoice was exported only after approval.
NORMAL-0588,cbc76c6e-8d0f-54b0-8535-af93b46caac7,normal_validation_then_approval,0,1,1,0,1,1,2,1,0.006,0.010,0.008,0,0,0,0,0,0,0,0,0,0,504,0,768,,Validation was rerun before ordinary approval.
NORMAL-0589,c7573904-2da1-53ba-ad6a-1b08befa1ee1,normal_validation_then_approval,0,0,1,0,1,1,2,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,643,1,1267,,Validation was rerun before ordinary approval.
NORMAL-0590,ae6c90fb-4679-5bfc-9027-dfdf9fb30665,normal_minor_correction,0,3,1,0,1,1,1,0,0.023,0.026,0.023,0,0,0,0,0,0,0,0,0,0,1316,2,1593,,Small pre-approval correction resolved during routine review.
NORMAL-0591,9c1e7618-a222-5442-b12e-120439355477,normal_straight_through,0,1,1,0,1,1,1,1,0.006,0.015,0.010,0,0,0,0,0,0,0,0,0,0,225,1,446,,Invoice followed a low-touch review and approval path.
NORMAL-0592,87244c0f-28d1-592e-b6a0-1a912888e7c6,normal_validation_then_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.002,0,0,0,0,0,1,0,0,0,0,178,0,484,,Validation was rerun before ordinary approval.
NORMAL-0593,92ccadf4-9b10-5a0d-a109-d45bcdf90c41,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,167,1,662,,Invoice was exported only after approval.
NORMAL-0594,d2ae3769-6179-5a7e-a4f5-f4765dff1603,normal_straight_through,0,0,1,0,1,2,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,245,0,605,,Invoice followed a low-touch review and approval path.
NORMAL-0595,3768c437-b32f-500e-a688-402b6c526539,normal_minor_correction,0,1,1,0,1,2,2,0,0.005,0.006,0.008,0,0,0,0,0,0,0,0,0,0,1421,0,1499,,Small pre-approval correction resolved during routine review.
NORMAL-0596,6fed92f2-4642-5e55-b8cc-5d491d3a70b0,normal_minor_correction,0,2,1,0,1,2,2,1,0.004,0.007,0.004,0,1,0,0,0,0,0,0,0,0,38,1,228,,Small pre-approval correction resolved during routine review.
NORMAL-0597,7e346216-d3ec-5622-b9b9-4de22e2b7d03,normal_validation_then_approval,0,1,1,0,1,1,2,1,0.015,0.007,0.014,0,0,0,0,0,0,0,0,0,0,351,1,739,,Validation was rerun before ordinary approval.
NORMAL-0598,67da503d-a7e1-5ec1-8cf5-e0f9809b57f5,normal_two_user_review,0,1,1,0,1,2,1,0,0.006,0.003,0.007,0,0,0,0,0,0,0,0,0,0,836,1,958,,Two reviewers participated in a normal approval workflow.
NORMAL-0599,81510f9a-af7f-57f5-8080-45fc11debb7a,normal_two_user_review,0,3,1,0,2,2,1,0,0.008,0.038,0.016,0,0,0,0,0,0,0,0,0,0,738,0,1066,,Two reviewers participated in a normal approval workflow.
NORMAL-0600,9eeeb30e-38f8-5d87-8a4b-3057b6449c22,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,1288,1,1360,,Invoice was exported only after approval.
NORMAL-0601,eaf3f270-c175-5b3b-b8b5-fc723347252b,normal_exported_after_approval,0,3,1,0,2,2,1,1,0.013,0.013,0.010,0,0,0,0,0,0,0,0,0,0,49,1,722,,Invoice was exported only after approval.
NORMAL-0602,ce05bf7c-03b8-5a04-810f-8bc5e2a7103e,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,20,0,277,,Invoice followed a low-touch review and approval path.
NORMAL-0603,cbea3231-6739-5e02-8088-99bbbe756547,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,0,0,211,,Invoice remains in pending review with no approval or export.
NORMAL-0604,fdccfa02-85b4-569a-ae15-f2c6a38cf391,normal_validation_then_approval,0,1,1,0,1,1,1,0,0.009,0.013,0.012,0,0,0,0,0,0,0,0,0,0,260,1,427,,Validation was rerun before ordinary approval.
NORMAL-0605,dea45c4f-1ec2-5d35-be40-7362cb0bf3e8,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,264,0,616,,Invoice followed a low-touch review and approval path.
NORMAL-0606,56329d83-b836-5bfd-9246-bbd392c6be92,normal_pending_review,0,0,0,0,1,2,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,1771,,Invoice remains in pending review with no approval or export.
NORMAL-0607,7c0ccc7f-1bb5-5a1d-89ac-708468fb7fa7,normal_minor_correction,0,1,1,0,1,1,1,0,0.011,0.007,0.011,0,0,0,0,0,0,0,0,0,0,87,0,141,,Small pre-approval correction resolved during routine review.
NORMAL-0608,464f0d60-b0b5-5169-af88-2940ea514c88,normal_minor_correction,0,1,1,0,1,1,2,0,0.007,0.016,0.006,0,0,0,0,0,0,0,0,0,0,1136,0,1396,,Small pre-approval correction resolved during routine review.
NORMAL-0609,29451c52-3ae8-54b5-a197-54ab73cb2ce6,normal_validation_then_approval,0,2,1,0,2,1,1,0,0.005,0.022,0.005,0,0,0,0,0,0,0,0,0,0,191,0,240,,Validation was rerun before ordinary approval.
NORMAL-0610,f18a3c8e-6993-543f-abdb-2ee140a8b42c,normal_validation_then_approval,0,2,1,0,1,1,2,0,0.008,0.010,0.010,0,0,0,0,0,0,0,0,0,0,396,1,720,,Validation was rerun before ordinary approval.
NORMAL-0611,ba3572a6-703c-5664-b5ce-876901c81d10,normal_exported_after_approval,0,1,1,0,1,1,0,1,0.001,0.011,0.005,0,0,0,0,0,0,0,0,0,0,1188,1,1312,,Invoice was exported only after approval.
NORMAL-0612,38e8337f-5b63-5254-b475-db04dc4dd9d7,normal_pending_review,0,1,0,0,0,1,1,0,0.007,0.009,0.004,0,0,0,0,0,0,0,0,0,0,0,1,1882,,Invoice remains in pending review with no approval or export.
NORMAL-0613,1eff560d-f939-57f4-bfb9-5edc334ac781,normal_minor_correction,0,1,1,0,1,1,1,0,0.005,0.007,0.005,0,0,0,0,0,0,0,0,0,0,124,2,125,,Small pre-approval correction resolved during routine review.
NORMAL-0614,ff05497a-566e-509c-9b8e-81d3a2d66f1d,normal_validation_then_approval,0,1,1,0,1,1,2,0,0.006,0.009,0.005,0,0,0,0,0,0,0,0,0,0,528,1,606,,Validation was rerun before ordinary approval.
NORMAL-0615,0ff64b75-63ae-54d0-9c0b-d7b44b2e1f3f,normal_minor_correction,0,3,1,0,1,1,1,1,0.027,0.020,0.027,0,0,0,0,0,1,0,0,0,0,39,1,87,,Small pre-approval correction resolved during routine review.
NORMAL-0616,5701f24b-46f5-5010-b8cd-2dc83408d2c3,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,1,0,0,0,0,462,1,726,,Invoice followed a low-touch review and approval path.
NORMAL-0617,68e516f7-1a82-5c38-9493-946227bdd4fe,normal_two_user_review,0,3,1,0,2,2,1,0,0.013,0.022,0.017,0,0,0,0,0,0,0,0,0,0,994,2,1066,,Two reviewers participated in a normal approval workflow.
NORMAL-0618,4162067e-b939-5dcb-9eb2-de2105d8f76a,normal_straight_through,0,1,1,0,1,1,1,1,0.006,0.002,0.004,0,0,0,0,0,0,0,0,0,0,198,0,276,,Invoice followed a low-touch review and approval path.
NORMAL-0619,d1e04620-8429-5809-b2b1-4fcf30db3c2b,normal_pending_review,0,1,0,0,1,1,0,0,0.006,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1518,,Invoice remains in pending review with no approval or export.
NORMAL-0620,d8046700-05e6-5b7e-bfa8-301ecef12793,normal_pending_review,0,1,0,0,1,2,1,0,0.002,0.006,0.004,0,0,0,0,0,0,0,0,0,0,0,0,2041,,Invoice remains in pending review with no approval or export.
NORMAL-0621,b145b517-cac0-534d-ae75-d70513815c2e,normal_exported_after_approval,0,0,1,0,2,1,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,84,1,543,,Invoice was exported only after approval.
NORMAL-0622,f4909307-15e9-545a-9722-14b734e481a8,normal_pending_review,0,1,0,0,1,2,2,0,0.002,0.004,0.003,0,0,0,0,0,0,0,0,0,0,0,0,1131,,Invoice remains in pending review with no approval or export.
NORMAL-0623,9e82a896-b055-5588-af2b-07cd72887c92,normal_minor_correction,0,1,1,0,1,1,1,0,0.005,0.012,0.005,0,0,0,0,0,0,0,0,0,0,931,0,988,,Small pre-approval correction resolved during routine review.
